Ano,Semana Epidemiologica,Cid IBGE,CRS,Nome Municipio,Sexo,Faixa Etaria,Raca Cor,Obitos,Investigacao,Descartados,Inconclusivos,Autoctones,Confirmados,Notificacoes
2024,19,431020,17,Ijuí,F,De 40 a 49 anos,Parda,0,2,0,0,1,1,3
2023,13,431020,17,Ijuí,M,De 40 a 49 anos,Ignorada,0,0,0,0,5,5,5
2023,16,431020,17,Ijuí,F,De 80 ou mais anos,Ignorada,0,0,0,0,1,1,1
2024,11,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,2,0,3,3,5
2024,20,431020,17,Ijuí,F,De 10 a 14 anos,Branca,0,8,0,0,3,3,11
2024,15,431020,17,Ijuí,M,De 05 a 09 anos,Branca,0,1,2,0,7,7,10
2024,12,431020,17,Ijuí,F,De 20 a 29 anos,Preta,0,0,1,0,0,0,1
2024,1,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2024,20,431020,17,Ijuí,M,De 80 ou mais anos,Branca,0,1,0,0,1,1,2
2024,20,431020,17,Ijuí,M,De 40 a 49 anos,Parda,0,1,0,0,0,0,1
2024,20,431020,17,Ijuí,M,De 20 a 29 anos,Parda,0,0,1,0,0,0,1
2024,19,431020,17,Ijuí,M,De 30 a 39 anos,Parda,0,0,1,0,0,0,1
2024,10,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,7,0,1,1,8
2024,22,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,1,0,0,0,0,1
2024,12,431020,17,Ijuí,M,De 50 a 59 anos,Amarela,0,0,0,0,1,1,1
2024,3,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,1,0,0,0,1
2024,3,431020,17,Ijuí,F,De 10 a 14 anos,Branca,0,0,1,0,0,0,1
2024,21,431020,17,Ijuí,M,De 20 a 29 anos,Parda,0,1,0,0,0,0,1
2024,16,431020,17,Ijuí,F,De 40 a 49 anos,Ignorada,0,0,0,0,1,2,2
2023,41,431020,17,Ijuí,F,De 10 a 14 anos,Branca,0,0,1,0,0,0,1
2023,4,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,1,0,0,0,1
2023,9,431020,17,Ijuí,F,De 40 a 49 anos,Preta,0,0,1,0,0,0,1
2023,10,431020,17,Ijuí,F,De 30 a 39 anos,Parda,0,0,0,0,1,1,1
2023,15,431020,17,Ijuí,M,De 60 a 69 anos,Ignorada,0,0,0,0,5,5,5
2023,11,431020,17,Ijuí,F,De 15 a 19 anos,Parda,0,0,1,0,0,0,1
2023,8,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,0,0,1,1,1
2023,22,431020,17,Ijuí,M,De 20 a 29 anos,Preta,0,0,1,0,0,0,1
2023,17,431020,17,Ijuí,F,De 40 a 49 anos,Indï¿½gena,0,0,0,0,1,1,1
2024,10,431020,17,Ijuí,M,De 01 a 04 anos,Branca,0,0,0,0,0,1,1
2024,14,431020,17,Ijuí,F,De 50 a 59 anos,Preta,0,0,0,0,1,1,1
2024,9,431020,17,Ijuí,M,De 15 a 19 anos,Branca,0,0,1,0,1,1,2
2024,10,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,2,0,0,0,2
2023,17,431020,17,Ijuí,F,De 15 a 19 anos,Parda,0,0,0,0,1,1,1
2024,22,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,1,0,0,0,0,1
2024,9,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,5,0,1,1,6
2024,18,431020,17,Ijuí,M,De 15 a 19 anos,Parda,0,1,0,0,0,0,1
2024,10,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,2,0,3,3,5
2024,19,431020,17,Ijuí,F,De 70 a 79 anos,Ignorada,0,1,0,0,0,0,1
2024,10,431020,17,Ijuí,F,De 10 a 14 anos,Branca,0,0,2,0,0,0,2
2024,17,431020,17,Ijuí,M,De 15 a 19 anos,Parda,0,1,0,0,0,0,1
2024,10,431020,17,Ijuí,M,De 20 a 29 anos,Parda,0,0,1,0,0,0,1
2024,10,431020,17,Ijuí,F,De 80 ou mais anos,Branca,0,0,0,0,1,1,1
2024,22,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,1,0,0,0,0,1
2024,9,431020,17,Ijuí,F,De 10 a 14 anos,Branca,0,0,1,0,0,0,1
2024,22,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,1,0,0,0,0,1
2024,9,431020,17,Ijuí,M,De 01 a 04 anos,Branca,0,0,1,0,0,0,1
2024,9,431020,17,Ijuí,M,De 50 a 59 anos,Parda,0,0,1,0,0,0,1
2024,16,431020,17,Ijuí,F,De 20 a 29 anos,Amarela,0,0,1,0,0,0,1
2023,51,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2023,11,431020,17,Ijuí,M,De 50 a 59 anos,Parda,0,0,0,0,1,1,1
2023,31,431020,17,Ijuí,M,De 10 a 14 anos,Branca,0,0,0,0,1,1,1
2023,48,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2023,13,431020,17,Ijuí,M,De 10 a 14 anos,Ignorada,0,0,1,0,3,3,4
2023,14,431020,17,Ijuí,M,De 80 ou mais anos,Ignorada,0,0,0,0,2,2,2
2023,3,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,0,0,1,1,1
2023,14,431020,17,Ijuí,M,De 60 a 69 anos,Parda,0,0,0,0,1,1,1
2023,13,431020,17,Ijuí,M,De 80 ou mais anos,Ignorada,0,0,0,0,1,1,1
2023,13,431020,17,Ijuí,F,De 30 a 39 anos,Preta,0,0,1,0,0,0,1
2024,18,431020,17,Ijuí,F,De 30 a 39 anos,Amarela,0,0,0,0,1,1,1
2019,21,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,0,0,1,1,1
2019,20,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,0,0,3,3,3
2015,13,431020,17,Ijuí,M,De 10 a 14 anos,Ignorada,0,0,1,0,0,0,1
2015,8,431020,17,Ijuí,F,De 10 a 14 anos,Ignorada,0,0,1,0,0,0,1
2015,14,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2015,10,431020,17,Ijuí,M,De 40 a 49 anos,Ignorada,0,0,1,0,0,0,1
2015,31,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2015,27,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,1,0,0,0,1
2015,7,431020,17,Ijuí,M,De 15 a 19 anos,Ignorada,0,0,1,0,0,0,1
2015,41,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2015,5,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,1,0,0,0,1
2015,13,431020,17,Ijuí,F,De 05 a 09 anos,Branca,0,0,1,0,0,0,1
2015,15,431020,17,Ijuí,F,De 20 a 29 anos,Ignorada,0,0,1,0,0,0,1
2016,12,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,2,0,1,1,3
2016,15,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,0,0,5,5,5
2016,7,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,4,0,0,0,4
2016,8,431020,17,Ijuí,M,De 30 a 39 anos,Ignorada,0,0,1,0,0,0,1
2016,8,431020,17,Ijuí,F,De 80 ou mais anos,Branca,0,0,1,0,1,1,2
2016,10,431020,17,Ijuí,M,De 40 a 49 anos,Ignorada,0,0,1,0,1,1,2
2015,19,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,0,0,0,1,1
2015,51,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2016,16,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,0,0,4,4,4
2016,46,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,1,0,0,0,1
2016,11,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,3,0,2,3,6
2016,14,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,0,0,4,4,4
2016,10,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,2,0,3,3,5
2016,1,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,2,0,0,0,2
2016,2,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2016,10,431020,17,Ijuí,F,De 05 a 09 anos,Branca,0,0,1,0,0,0,1
2016,48,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2016,10,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,3,0,3,3,6
2016,16,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,0,0,1,1,1
2016,15,431020,17,Ijuí,F,De 30 a 39 anos,Ignorada,0,0,0,0,2,2,2
2016,17,431020,17,Ijuí,M,De 70 a 79 anos,Ignorada,0,0,0,0,1,1,1
2016,11,431020,17,Ijuí,F,De 70 a 79 anos,Branca,0,0,2,0,0,0,2
2015,25,431020,17,Ijuí,M,De 15 a 19 anos,Branca,0,0,1,0,0,0,1
2016,10,431020,17,Ijuí,M,De 10 a 14 anos,Branca,0,0,2,0,0,0,2
2016,13,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,2,2,3
2016,12,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,4,0,1,1,5
2016,48,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,1,0,0,0,1
2016,11,431020,17,Ijuí,F,Atï¿½ 01 ano,Branca,0,0,0,0,1,1,1
2016,12,431020,17,Ijuí,M,De 05 a 09 anos,Branca,0,0,1,0,0,0,1
2016,10,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,0,0,1,1,1
2016,11,431020,17,Ijuí,M,De 60 a 69 anos,Ignorada,0,0,0,0,1,1,1
2016,10,431020,17,Ijuí,M,De 60 a 69 anos,Ignorada,0,0,0,0,1,1,1
2016,18,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,0,0,1,1,1
2016,10,431020,17,Ijuí,M,De 20 a 29 anos,Parda,0,0,1,0,0,0,1
2016,1,431020,17,Ijuí,M,Atï¿½ 01 ano,Branca,0,0,1,0,0,0,1
2016,49,431020,17,Ijuí,M,De 20 a 29 anos,Parda,0,0,1,0,0,0,1
2016,17,431020,17,Ijuí,M,De 30 a 39 anos,Parda,0,0,0,0,1,1,1
2015,52,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,1,0,0,0,1
2016,1,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2016,18,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,0,0,2,2,2
2016,17,431020,17,Ijuí,M,De 70 a 79 anos,Branca,0,0,0,0,1,1,1
2016,6,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,1,0,0,0,1
2016,11,431020,17,Ijuí,M,De 15 a 19 anos,Branca,0,0,1,0,0,0,1
2016,17,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2016,5,431020,17,Ijuí,M,De 15 a 19 anos,Ignorada,0,0,1,0,0,0,1
2017,7,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2019,20,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,2,0,3,3,5
2019,21,431020,17,Ijuí,F,De 40 a 49 anos,Ignorada,0,0,1,0,0,0,1
2017,35,431020,17,Ijuí,M,De 15 a 19 anos,Parda,0,0,1,0,0,0,1
2016,12,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2019,13,431020,17,Ijuí,M,De 15 a 19 anos,Branca,0,0,1,0,0,0,1
2016,18,431020,17,Ijuí,M,De 30 a 39 anos,Ignorada,0,0,0,1,0,0,1
2016,41,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2017,3,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,2,0,0,0,2
2019,21,431020,17,Ijuí,F,Atï¿½ 01 ano,Branca,0,0,2,0,0,0,2
2017,3,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2018,15,431020,17,Ijuí,M,De 01 a 04 anos,Branca,0,0,1,0,0,0,1
2018,18,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2019,18,431020,17,Ijuí,F,De 05 a 09 anos,Branca,0,0,1,0,0,0,1
2018,7,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2018,1,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2018,41,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2019,26,431020,17,Ijuí,F,De 05 a 09 anos,Branca,0,0,0,0,0,1,1
2019,20,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,0,0,2,2,2
2019,13,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2019,21,431020,17,Ijuí,M,De 20 a 29 anos,Parda,0,0,1,0,0,0,1
2019,19,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,0,0,1,1,1
2019,48,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2019,17,431020,17,Ijuí,M,De 10 a 14 anos,Branca,0,0,0,0,1,1,1
2019,12,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,0,0,0,1,1
2019,23,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2020,16,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,1,0,2,2,3
2019,15,431020,17,Ijuí,M,De 15 a 19 anos,Branca,0,0,1,0,0,0,1
2019,19,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,2,2,3
2019,22,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2019,20,431020,17,Ijuí,F,De 30 a 39 anos,Ignorada,0,0,0,0,1,1,1
2018,12,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,1,0,0,0,1
2020,11,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,1,0,0,0,1
2019,20,431020,17,Ijuí,F,De 30 a 39 anos,Parda,0,0,1,0,0,0,1
2019,24,431020,17,Ijuí,F,De 10 a 14 anos,Branca,0,0,0,0,1,1,1
2019,24,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2020,23,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,2,0,0,0,2
2020,42,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2020,22,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,1,0,0,0,1
2020,14,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,2,0,0,0,2
2020,40,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2020,5,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,1,0,0,0,1
2020,12,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,3,0,1,1,4
2020,19,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,1,0,0,0,1
2020,21,431020,17,Ijuí,F,De 40 a 49 anos,Parda,0,0,1,0,0,0,1
2020,32,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2020,52,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2020,10,431020,17,Ijuí,M,De 01 a 04 anos,Branca,0,0,0,0,1,1,1
2020,39,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2020,45,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2020,52,431020,17,Ijuí,F,De 30 a 39 anos,Parda,0,0,1,0,0,0,1
2020,14,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,2,0,1,1,3
2020,49,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,0,0,1,1,1
2020,45,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,2,0,0,0,2
2020,18,431020,17,Ijuí,M,De 30 a 39 anos,Parda,0,0,1,0,0,0,1
2020,52,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2020,16,431020,17,Ijuí,F,De 70 a 79 anos,Branca,0,0,1,0,2,2,3
2020,12,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2020,11,431020,17,Ijuí,M,De 15 a 19 anos,Branca,0,0,1,0,0,0,1
2020,15,431020,17,Ijuí,M,De 05 a 09 anos,Branca,0,0,1,0,0,0,1
2020,18,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,0,0,2,2,2
2020,7,431020,17,Ijuí,M,De 40 a 49 anos,Preta,0,0,1,0,0,0,1
2020,23,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2020,15,431020,17,Ijuí,M,De 70 a 79 anos,Branca,0,0,0,0,1,1,1
2020,17,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,0,0,1,1,1
2020,31,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,0,0,1,1,1
2020,6,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2021,42,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,1,0,0,0,1
2021,14,431020,17,Ijuí,M,De 30 a 39 anos,Ignorada,0,0,0,0,1,1,1
2023,18,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,12,0,29,29,41
2020,13,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2021,8,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,1,0,0,0,1
2021,3,431020,17,Ijuí,M,De 30 a 39 anos,Parda,0,0,1,0,0,0,1
2021,5,431020,17,Ijuí,M,De 10 a 14 anos,Branca,0,0,1,0,0,0,1
2021,9,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,1,0,0,0,1
2021,51,431020,17,Ijuí,M,De 15 a 19 anos,Branca,0,0,1,0,0,0,1
2021,51,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,2,0,0,0,2
2021,11,431020,17,Ijuí,M,De 15 a 19 anos,Branca,0,0,0,0,1,1,1
2021,1,431020,17,Ijuí,M,De 15 a 19 anos,Branca,0,0,0,0,1,1,1
2021,9,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2021,29,431020,17,Ijuí,M,Atï¿½ 01 ano,Branca,0,0,1,0,0,0,1
2021,17,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,2,0,0,0,2
2021,4,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,1,0,0,0,1
2021,2,431020,17,Ijuí,M,De 10 a 14 anos,Branca,0,0,1,0,0,0,1
2021,14,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2021,10,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2021,9,431020,17,Ijuí,F,De 40 a 49 anos,Parda,0,0,1,0,0,0,1
2021,8,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2021,6,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2021,3,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2023,17,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,2,0,34,34,36
2023,18,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,12,0,32,32,44
2023,16,431020,17,Ijuí,M,De 40 a 49 anos,Preta,0,0,1,0,0,0,1
2023,17,431020,17,Ijuí,F,De 20 a 29 anos,Parda,0,0,0,0,2,2,2
2023,16,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,16,0,45,45,61
2023,19,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,3,0,19,19,22
2023,21,431020,17,Ijuí,M,De 01 a 04 anos,Branca,0,0,4,0,2,2,6
2023,16,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,6,0,12,12,18
2023,17,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,15,0,38,38,53
2023,20,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,11,0,20,20,31
2023,22,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,5,0,7,7,12
2023,24,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,5,0,5,5,10
2023,12,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,8,0,9,10,18
2023,17,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,9,0,30,30,39
2023,25,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,4,0,2,2,6
2023,17,431020,17,Ijuí,F,De 10 a 14 anos,Branca,0,0,3,0,12,12,15
2023,19,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,7,0,17,17,24
2023,12,431020,17,Ijuí,M,De 05 a 09 anos,Branca,0,0,2,0,4,4,6
2023,11,431020,17,Ijuí,M,De 10 a 14 anos,Branca,0,0,2,0,4,4,6
2023,17,431020,17,Ijuí,M,Atï¿½ 01 ano,Branca,0,0,0,0,5,5,5
2023,19,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,15,0,24,24,39
2023,20,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,5,0,7,7,12
2023,16,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,9,0,25,25,34
2023,27,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,1,0,2,2,3
2023,15,431020,17,Ijuí,F,De 40 a 49 anos,Ignorada,0,0,1,0,4,4,5
2023,23,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,3,0,9,9,12
2023,25,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,1,0,1,1,2
2023,25,431020,17,Ijuí,M,De 01 a 04 anos,Branca,0,0,1,0,0,0,1
2023,24,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,0,0,2,2,2
2023,20,431020,17,Ijuí,F,De 05 a 09 anos,Ignorada,0,0,0,0,1,1,1
2023,23,431020,17,Ijuí,M,De 05 a 09 anos,Branca,0,0,1,0,1,1,2
2023,24,431020,17,Ijuí,F,De 10 a 14 anos,Branca,0,0,0,0,2,2,2
2023,11,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,5,0,7,7,12
2023,28,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,0,0,2,2,2
2023,18,431020,17,Ijuí,M,De 70 a 79 anos,Ignorada,0,0,0,0,2,2,2
2023,17,431020,17,Ijuí,M,De 01 a 04 anos,Branca,0,0,0,0,2,2,2
2023,25,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,4,0,1,1,5
2023,26,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,1,1,2
2023,25,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,2,0,0,0,2
2023,9,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,2,0,4,4,6
2023,15,431020,17,Ijuí,M,De 10 a 14 anos,Branca,0,0,5,0,9,9,14
2023,16,431020,17,Ijuí,M,De 70 a 79 anos,Ignorada,0,0,0,0,4,4,4
2023,10,431020,17,Ijuí,M,De 10 a 14 anos,Branca,0,0,2,0,3,3,5
2022,20,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,1,0,1,1,2
2022,29,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2022,15,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,1,0,1,1,2
2022,19,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,3,0,1,1,4
2022,21,431020,17,Ijuí,F,De 10 a 14 anos,Branca,0,0,1,0,0,0,1
2022,17,431020,17,Ijuí,M,De 10 a 14 anos,Parda,0,0,1,0,0,0,1
2022,20,431020,17,Ijuí,M,De 05 a 09 anos,Branca,0,0,1,0,0,0,1
2022,39,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2022,18,431020,17,Ijuí,F,De 20 a 29 anos,Parda,0,0,1,0,0,0,1
2022,14,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,1,0,1,1,2
2022,15,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,2,0,3,3,5
2022,16,431020,17,Ijuí,F,De 30 a 39 anos,Ignorada,0,0,0,0,1,1,1
2022,27,431020,17,Ijuí,M,De 50 a 59 anos,Ignorada,0,0,1,0,0,0,1
2022,21,431020,17,Ijuí,M,De 30 a 39 anos,Ignorada,0,0,2,0,0,0,2
2021,15,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,0,0,1,1,1
2022,13,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,0,0,1,1,1
2022,24,431020,17,Ijuí,M,De 05 a 09 anos,Branca,0,0,1,0,0,0,1
2022,2,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,1,0,0,0,1
2022,17,431020,17,Ijuí,M,De 05 a 09 anos,Ignorada,0,0,1,0,0,0,1
2022,12,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,1,0,0,0,1
2022,16,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,2,0,2,2,4
2022,13,431020,17,Ijuí,F,De 10 a 14 anos,Branca,0,0,0,0,2,2,2
2022,17,431020,17,Ijuí,M,De 40 a 49 anos,Preta,0,0,1,0,0,0,1
2022,15,431020,17,Ijuí,M,De 05 a 09 anos,Branca,0,0,0,0,1,1,1
2022,16,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,1,0,1,1,2
2022,16,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,6,0,0,0,6
2023,14,431020,17,Ijuí,M,De 40 a 49 anos,Ignorada,0,0,0,0,6,6,6
2023,23,431020,17,Ijuí,F,De 10 a 14 anos,Branca,0,0,3,0,2,2,5
2023,21,431020,17,Ijuí,M,Atï¿½ 01 ano,Branca,0,0,1,0,2,2,3
2024,12,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,1,0,5,5,6
2023,9,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,0,0,3,3,3
2023,14,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,2,0,11,11,13
2023,20,431020,17,Ijuí,M,Atï¿½ 01 ano,Branca,0,0,2,0,4,4,6
2023,12,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,9,0,14,14,23
2023,10,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,2,0,7,8,10
2023,14,431020,17,Ijuí,F,De 40 a 49 anos,Ignorada,0,0,0,0,4,4,4
2023,12,431020,17,Ijuí,F,De 70 a 79 anos,Branca,0,0,0,0,10,10,10
2023,38,431020,17,Ijuí,F,De 40 a 49 anos,Parda,0,0,1,0,0,0,1
2023,45,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,2,0,0,0,2
2023,21,431020,17,Ijuí,F,De 05 a 09 anos,Amarela,0,0,0,0,1,1,1
2023,13,431020,17,Ijuí,F,De 70 a 79 anos,Preta,0,0,1,0,0,0,1
2023,4,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,0,0,1,1,1
2023,15,431020,17,Ijuí,F,De 01 a 04 anos,Branca,0,0,0,0,2,2,2
